"inc0"	"inc2500"	"inc5000"	"inc7500"	"inc10000"	"inc12500"	"inc15000"	"inc17500"	"inc20000"	"inc22500"	"inc25000"	"inc27500"	"inc30000"	"inc32500"	"inc35000"	"inc37500"	"inc40000"	"inc42500"	"inc45000"	"inc47500"	"inc50000"	"inc52500"	"inc55000"	"inc57500"	"inc60000"	"inc62500"	"inc65000"	"inc67500"	"inc70000"	"inc72500"	"inc75000"	"inc77500"	"inc80000"	"inc82500"	"inc85000"	"inc87500"	"inc90000"	"inc92500"	"inc95000"	"inc97500"	"inc100000"	"inc102500"	"inc105000"	"inc107500"	"inc110000"	"inc112500"	"inc115000"	"inc117500"	"inc120000"	"inc122500"	"inc125000"	"inc127500"	"inc130000"	"inc132500"	"inc135000"	"inc137500"	"inc140000"	"inc142500"	"inc145000"	"inc147500"	"inc150000"	"inc152500"	"inc155000"	"inc157500"	"inc160000"	"inc162500"	"inc165000"	"inc167500"	"inc170000"	"inc172500"	"inc175000"	"inc177500"	"inc180000"	"inc182500"	"inc185000"	"inc187500"	"inc190000"	"inc192500"	"inc195000"	"inc197500"	"inc200000"	"inc202500"	"inc205000"	"inc207500"	"inc210000"	"inc212500"	"inc215000"	"inc217500"	"inc220000"	"inc222500"	"inc225000"	"inc227500"	"inc230000"	"inc232500"	"inc235000"	"inc237500"	"inc240000"	"inc242500"	"inc245000"	"inc247500"	"inc250000"	"inc252500"	"inc255000"	"inc257500"	"inc260000"	"inc262500"	"inc265000"	"inc267500"	"inc270000"	"inc272500"	"inc275000"	"inc277500"	"inc280000"	"inc282500"	"inc285000"	"inc287500"	"inc290000"	"inc292500"	"inc295000"	"inc297500"	"inc300000"	"inc302500"	"inc305000"	"inc307500"	"inc310000"	"inc312500"	"inc315000"	"inc317500"	"inc320000"	"inc322500"	"inc325000"	"inc327500"	"inc330000"	"inc332500"	"inc335000"	"inc337500"	"inc340000"	"inc342500"	"inc345000"	"inc347500"	"inc350000"	"inc352500"	"inc355000"	"inc357500"	"inc360000"	"inc362500"	"inc365000"	"inc367500"	"inc370000"	"inc372500"	"inc375000"	"inc377500"	"inc380000"	"inc382500"	"inc385000"	"inc387500"	"inc390000"	"inc392500"	"inc395000"	"inc397500"	"inc400000"	"inc402500"	"inc405000"	"inc407500"	"inc410000"	"inc412500"	"inc415000"	"inc417500"	"inc420000"	"inc422500"	"inc425000"	"inc427500"	"inc430000"	"inc432500"	"inc435000"	"inc437500"	"inc440000"	"inc442500"	"inc445000"	"inc447500"	"inc450000"	"inc452500"	"inc455000"	"inc457500"	"inc460000"	"inc462500"	"inc465000"	"inc467500"	"inc470000"	"inc472500"	"inc475000"	"inc477500"	"inc480000"	"inc482500"	"inc485000"	"inc487500"	"inc490000"	"inc492500"	"inc495000"	"inc497500"	"inc500000"	"state"	"grp"
0	0	0	0	17	77	159	249	359	469	579	740	890	1040	1190	1340	1490	1640	1790	1940	2090	2240	2390	2540	2690	2840	2990	3140	3290	3440	3590	3740	4254	4427	4599	4772	4944	5117	5289	5462	5634	5807	5979	6152	6324	6497	6669	6842	7014	7187	7359	7532	7704	7877	8049	8222	8394	8567	8739	8912	9084	9257	9429	9602	9774	9947	10119	10292	10464	10637	10809	10982	11154	11327	11499	11672	11844	12017	12189	12362	12534	12707	12879	13052	13224	13397	13569	13742	13914	14087	14259	14432	14604	14777	14949	15122	15294	15467	15639	15812	15984	16157	16329	16502	16674	16847	17019	17192	17364	17537	17709	17882	18054	18227	18399	18572	18744	18917	19089	19262	19434	19607	19779	19952	20124	20297	20469	20642	20814	20987	21159	21332	21504	21677	21849	22022	22194	22367	22539	22712	22884	23057	23229	23402	23574	23747	23919	24092	24264	24437	24609	24782	24954	25127	25299	25472	25644	25817	25989	26162	26334	26507	26679	26852	27024	27197	27369	27542	27714	27887	28059	28232	28404	28577	28749	28922	29094	29267	29439	29612	29784	29957	30129	30302	30474	30647	30819	30992	31164	31337	31509	31682	31854	32027	32199	32372	32544	32717	32889	33062	33234	"AR"	"mar0"
0	0	0	0	0	0	0	0	0	0	0	13	63	113	163	213	263	313	363	457	557	657	757	857	957	1057	1157	1270	1420	1570	1720	1870	2020	2170	2320	2470	2627	2827	3027	3227	3427	3627	3827	4027	4227	4445	4677	4910	5142	5375	5607	5840	6072	6305	6537	6770	7002	7235	7467	7700	7932	8165	8397	8630	8862	9095	9327	9560	9792	10025	10257	10490	10722	10955	11187	11420	11652	11885	12117	12350	12582	12815	13047	13280	13512	13745	13977	14210	14442	14675	14907	15140	15372	15605	15837	16070	16302	16535	16767	17000	17232	17465	17697	17930	18162	18395	18627	18860	19092	19325	19557	19790	20022	20255	20487	20720	20952	21185	21417	21650	21882	22115	22347	22580	22812	23045	23277	23510	23742	23975	24207	24440	24672	24905	25137	25370	25602	25835	26067	26300	26532	26765	26997	27230	27462	27695	27927	28160	28404	28649	28893	29138	29382	29627	29871	30116	30360	30605	30849	31094	31338	31583	31827	32072	32316	32561	32795	33028	33260	33493	33725	33958	34190	34423	34655	34888	35120	35353	35585	35818	36050	36283	36515	36748	36980	37213	37445	37678	37910	38143	38375	38608	38840	39073	39305	39538	39770	40003	40235	40468	40700	"CA"	"mar0"
0	0	0	0	0	0	111	226	342	458	574	689	805	921	1037	1152	1268	1384	1500	1615	1731	1847	1963	2078	2194	2310	2426	2541	2657	2773	2889	3004	3120	3236	3352	3467	3583	3699	3815	3930	4046	4162	4278	4393	4509	4625	4741	4856	4972	5088	5204	5319	5435	5551	5667	5782	5898	6014	6130	6245	6361	6477	6593	6708	6824	6940	7056	7171	7287	7403	7519	7634	7750	7866	7982	8097	8213	8329	8445	8560	8676	8792	8908	9023	9139	9255	9371	9486	9602	9718	9834	9949	10065	10181	10297	10412	10528	10644	10760	10875	10991	11107	11223	11338	11454	11570	11686	11801	11917	12033	12149	12264	12380	12496	12612	12727	12843	12959	13075	13190	13306	13422	13538	13653	13769	13885	14001	14116	14232	14348	14464	14579	14695	14811	14927	15042	15158	15274	15390	15505	15621	15737	15853	15968	16084	16200	16316	16431	16547	16663	16779	16894	17010	17126	17242	17357	17473	17589	17705	17820	17936	18052	18168	18283	18399	18515	18631	18746	18862	18978	19094	19209	19325	19441	19557	19672	19788	19904	20020	20135	20251	20367	20483	20598	20714	20830	20946	21061	21177	21293	21409	21524	21640	21756	21872	21987	22103	22219	22335	22450	22566	"CO"	"mar0"
0	0	0	0	0	0	0	0	0	0	30	105	180	255	330	405	480	555	650	775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585	4655	4792	4930	5067	5205	5342	5480	5617	5755	5892	6030	6167	6305	6442	6580	6717	6855	6992	7130	7267	7405	7542	7680	7817	7955	8092	8230	8367	8505	8642	8780	8917	9055	9192	9330	9467	9605	9742	9880	10017	10160	10310	10460	10610	10760	10910	11060	11210	11360	11510	11660	11810	11960	12110	12260	12410	12560	12710	12860	13010	13160	13310	13460	13610	13760	13910	14060	14210	14360	14510	14660	14810	14960	15110	15260	15410	15560	15710	15860	16010	16160	16310	16460	16610	16760	16910	17060	17210	17360	17510	17660	17810	17960	18110	18260	18410	18560	18710	18860	19010	19160	19310	19460	19610	19760	19910	20060	20210	20360	20510	20660	20810	20960	21110	21260	21410	21560	21710	21860	22010	22165	22327	22490	22652	22815	22977	23140	23302	23465	23627	23790	23952	24115	24277	24440	24602	24765	24927	25090	25252	25415	25577	25740	25902	26065	26227	26390	26552	26715	26877	27040	"CT"	"mar0"
0	0	0	0	0	0	0	78	198	318	438	561	691	824	963	1101	1240	1379	1518	1656	1795	1934	2073	2211	2350	2489	2628	2774	2939	3104	3269	3434	3599	3764	3929	4094	4259	4424	4589	4754	4919	5084	5249	5414	5579	5744	5909	6074	6239	6404	6569	6734	6899	7064	7229	7394	7559	7724	7889	8054	8219	8384	8549	8714	8879	9044	9209	9374	9539	9704	9869	10034	10199	10364	10529	10694	10859	11024	11189	11354	11519	11684	11849	12014	12179	12344	12509	12674	12839	13004	13169	13334	13499	13664	13829	13994	14159	14324	14489	14654	14819	14984	15149	15314	15479	15644	15809	15974	16139	16304	16469	16634	16799	16964	17129	17294	17459	17624	17789	17954	18119	18284	18449	18614	18779	18944	19109	19274	19439	19604	19769	19934	20099	20264	20429	20594	20759	20924	21089	21254	21419	21584	21749	21914	22079	22244	22409	22574	22739	22904	23069	23234	23399	23564	23729	23894	24059	24224	24389	24554	24719	24884	25049	25214	25379	25544	25709	25874	26039	26204	26369	26534	26699	26864	27029	27194	27359	27524	27689	27854	28019	28184	28349	28514	28679	28844	29009	29174	29339	29504	29669	29834	29999	30164	30329	30494	30659	30824	30989	31154	31319	"DE"	"mar0"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"FL"	"mar0"
0	0	0	0	0	32	98	195	320	466	616	766	916	1066	1216	1366	1516	1666	1816	1966	2116	2266	2416	2566	2716	2866	3016	3166	3316	3466	3616	3766	3916	4066	4216	4366	4516	4666	4816	4966	5116	5266	5416	5566	5716	5866	6016	6166	6316	6466	6616	6766	6916	7066	7216	7366	7516	7666	7816	7966	8116	8266	8416	8566	8716	8866	9016	9166	9316	9466	9616	9766	9916	10066	10216	10366	10516	10666	10816	10966	11116	11266	11416	11566	11716	11866	12016	12166	12316	12466	12616	12766	12916	13066	13216	13366	13516	13666	13816	13966	14116	14266	14416	14566	14716	14866	15016	15166	15316	15466	15616	15766	15916	16066	16216	16366	16516	16666	16816	16966	17116	17266	17416	17566	17716	17866	18016	18166	18316	18466	18616	18766	18916	19066	19216	19366	19516	19666	19816	19966	20116	20266	20416	20566	20716	20866	21016	21166	21316	21466	21616	21766	21916	22066	22216	22366	22516	22666	22816	22966	23116	23266	23416	23566	23716	23866	24016	24166	24316	24466	24616	24766	24916	25066	25216	25366	25516	25666	25816	25966	26116	26266	26416	26566	26716	26866	27016	27166	27316	27466	27616	27766	27916	28066	28216	28366	28516	28666	28816	28966	29116	"GA"	"mar0"
0	0	0	11	46	99	179	287	424	562	699	851	1011	1171	1331	1500	1670	1840	2010	2189	2369	2549	2730	2920	3110	3300	3490	3680	3870	4060	4250	4440	4634	4832	5029	5227	5424	5622	5819	6017	6214	6412	6617	6824	7030	7236	7442	7649	7855	8061	8267	8474	8680	8886	9092	9299	9505	9711	9917	10124	10330	10536	10742	10949	11155	11361	11567	11774	11980	12186	12392	12599	12805	13011	13217	13424	13630	13836	14042	14249	14455	14661	14867	15074	15280	15486	15692	15899	16105	16311	16517	16724	16930	17136	17342	17549	17755	17961	18167	18374	18580	18786	18992	19199	19405	19611	19817	20024	20230	20436	20642	20849	21055	21261	21467	21674	21880	22086	22292	22499	22705	22911	23117	23324	23530	23736	23942	24149	24355	24561	24767	24974	25180	25386	25592	25799	26005	26211	26417	26624	26830	27036	27242	27449	27655	27861	28067	28274	28480	28686	28892	29099	29305	29511	29717	29924	30130	30336	30542	30749	30955	31161	31367	31574	31780	31986	32192	32399	32605	32811	33017	33224	33430	33636	33842	34049	34255	34461	34667	34874	35080	35286	35492	35699	35905	36111	36317	36524	36730	36936	37142	37349	37555	37761	37967	38174	38380	38586	38792	38999	39205	"HI"	"mar0"
0	0	0	0	0	0	0	0	0	27	93	187	294	422	575	749	927	1104	1289	1474	1659	1844	2029	2214	2399	2584	2769	2954	3139	3324	3509	3694	3879	4064	4249	4434	4619	4804	4989	5174	5359	5544	5729	5914	6099	6284	6469	6654	6839	7024	7209	7394	7579	7764	7949	8134	8319	8504	8689	8874	9059	9244	9429	9614	9799	9984	10169	10354	10539	10724	10909	11094	11279	11464	11649	11834	12019	12204	12389	12574	12759	12944	13129	13314	13499	13684	13869	14054	14239	14424	14609	14794	14979	15164	15349	15534	15719	15904	16089	16274	16459	16644	16829	17014	17199	17384	17569	17754	17939	18124	18309	18494	18679	18864	19049	19234	19419	19604	19789	19974	20159	20344	20529	20714	20899	21084	21269	21454	21639	21824	22009	22194	22379	22564	22749	22934	23119	23304	23489	23674	23859	24044	24229	24414	24599	24784	24969	25154	25339	25524	25709	25894	26079	26264	26449	26634	26819	27004	27189	27374	27559	27744	27929	28114	28299	28484	28669	28854	29039	29224	29409	29594	29779	29964	30149	30334	30519	30704	30889	31074	31259	31444	31629	31814	31999	32184	32369	32554	32739	32924	33109	33294	33479	33664	33849	34034	34219	34404	34589	34774	34959	"ID"	"mar0"
0	0	0	0	0	0	90	183	277	371	465	558	652	746	840	933	1027	1121	1215	1308	1402	1496	1590	1683	1777	1871	1965	2058	2152	2246	2340	2433	2527	2621	2715	2808	2902	2996	3090	3183	3277	3371	3465	3558	3652	3746	3840	3933	4027	4121	4215	4308	4402	4496	4590	4683	4777	4871	4965	5058	5152	5246	5340	5433	5527	5621	5715	5808	5902	5996	6090	6183	6277	6371	6465	6558	6652	6746	6840	6933	7027	7121	7215	7308	7402	7496	7590	7683	7777	7871	7965	8058	8152	8246	8340	8433	8527	8621	8715	8808	8902	8996	9090	9183	9277	9371	9465	9558	9652	9746	9840	9933	10027	10121	10215	10308	10402	10496	10590	10683	10777	10871	10965	11058	11152	11246	11340	11433	11527	11621	11715	11808	11902	11996	12090	12183	12277	12371	12465	12558	12652	12746	12840	12933	13027	13121	13215	13308	13402	13496	13590	13683	13777	13871	13965	14058	14152	14246	14340	14433	14527	14621	14715	14808	14902	14996	15090	15183	15277	15371	15465	15558	15652	15746	15840	15933	16027	16121	16215	16308	16402	16496	16590	16683	16777	16871	16965	17058	17152	17246	17340	17433	17527	17621	17715	17808	17902	17996	18090	18183	18277	"IL"	"mar0"
0	0	0	0	0	0	77	158	239	319	400	481	562	642	723	804	885	965	1046	1127	1208	1288	1369	1450	1531	1611	1692	1773	1854	1934	2015	2096	2177	2257	2338	2419	2500	2580	2661	2742	2823	2903	2984	3065	3146	3226	3307	3388	3469	3549	3630	3711	3792	3872	3953	4034	4115	4195	4276	4357	4438	4518	4599	4680	4761	4841	4922	5003	5084	5164	5245	5326	5407	5487	5568	5649	5730	5810	5891	5972	6053	6133	6214	6295	6376	6456	6537	6618	6699	6779	6860	6941	7022	7102	7183	7264	7345	7425	7506	7587	7668	7748	7829	7910	7991	8071	8152	8233	8314	8394	8475	8556	8637	8717	8798	8879	8960	9040	9121	9202	9283	9363	9444	9525	9606	9686	9767	9848	9929	10009	10090	10171	10252	10332	10413	10494	10575	10655	10736	10817	10898	10978	11059	11140	11221	11301	11382	11463	11544	11624	11705	11786	11867	11947	12028	12109	12190	12270	12351	12432	12513	12593	12674	12755	12836	12916	12997	13078	13159	13239	13320	13401	13482	13562	13643	13724	13805	13885	13966	14047	14128	14208	14289	14370	14451	14531	14612	14693	14774	14854	14935	15016	15097	15177	15258	15339	15420	15500	15581	15662	15743	"IN"	"mar0"
0	0	0	0	26	116	218	319	428	566	704	841	979	1121	1259	1396	1537	1681	1826	1970	2115	2259	2404	2551	2719	2887	3056	3224	3392	3560	3729	3897	4065	4234	4405	4596	4768	4936	5104	5273	5441	5610	5778	5946	6115	6283	6451	6620	6788	6957	7125	7293	7462	7630	7798	7967	8135	8304	8472	8640	8809	8977	9145	9314	9482	9651	9818	9979	10141	10302	10464	10626	10787	10949	11111	11272	11434	11596	11757	11919	12081	12242	12404	12565	12727	12889	13050	13212	13374	13535	13697	13859	14020	14182	14343	14505	14667	14828	14986	15136	15287	15437	15587	15738	15888	16039	16189	16339	16490	16640	16791	16941	17092	17242	17392	17543	17693	17844	17994	18144	18295	18445	18596	18746	18897	19047	19197	19348	19498	19649	19799	19949	20100	20250	20401	20551	20702	20852	21002	21153	21303	21454	21604	21754	21905	22055	22206	22356	22506	22657	22807	22958	23108	23259	23409	23559	23710	23860	24011	24161	24311	24462	24612	24763	24913	25064	25214	25364	25515	25665	25816	25963	26109	26255	26401	26547	26693	26839	26985	27131	27277	27423	27568	27714	27860	28006	28152	28298	28444	28590	28736	28882	27343	27489	27635	27781	27927	28073	28219	28365	28510	"IA"	"mar0"
0	0	0	0	0	13	81	148	216	283	351	418	486	553	621	688	756	833	948	1063	1178	1293	1408	1523	1638	1753	1868	1983	2098	2213	2328	2443	2558	2673	2788	2903	3018	3133	3248	3363	3478	3593	3708	3823	3938	4053	4168	4283	4398	4513	4628	4743	4858	4973	5088	5203	5318	5433	5548	5663	5778	5893	6008	6123	6238	6353	6468	6583	6698	6813	6928	7043	7158	7273	7388	7503	7618	7733	7848	7963	8078	8193	8308	8423	8538	8653	8768	8883	8998	9113	9228	9343	9458	9573	9688	9803	9918	10033	10148	10263	10378	10493	10608	10723	10838	10953	11068	11183	11298	11413	11528	11643	11758	11873	11988	12103	12218	12333	12448	12563	12678	12793	12908	13023	13138	13253	13368	13483	13598	13713	13828	13943	14058	14173	14288	14403	14518	14633	14748	14863	14978	15093	15208	15323	15438	15553	15668	15783	15898	16013	16128	16243	16358	16473	16588	16703	16818	16933	17048	17163	17278	17393	17508	17623	17738	17853	17968	18083	18198	18313	18428	18543	18658	18773	18888	19003	19118	19233	19348	19463	19578	19693	19808	19923	20038	20153	20268	20383	20498	20613	20728	20843	20958	21073	21188	21303	21418	21533	21648	21763	21878	"KS"	"mar0"
0	0	40	122	247	388	533	678	823	968	1113	1258	1403	1548	1693	1838	1983	2128	2273	2418	2563	2708	2853	2998	3143	3288	3433	3578	3723	3868	4013	4158	4308	4458	4608	4758	4908	5058	5208	5358	5508	5658	5808	5958	6108	6258	6408	6558	6708	6858	7008	7158	7308	7458	7608	7758	7908	8058	8208	8358	8508	8658	8808	8958	9108	9258	9408	9558	9708	9858	10008	10158	10308	10458	10608	10758	10908	11058	11208	11358	11508	11658	11808	11958	12108	12258	12408	12558	12708	12858	13008	13158	13308	13458	13608	13758	13908	14058	14208	14358	14508	14658	14808	14958	15108	15258	15408	15558	15708	15858	16008	16158	16308	16458	16608	16758	16908	17058	17208	17358	17508	17658	17808	17958	18108	18258	18408	18558	18708	18858	19008	19158	19308	19458	19608	19758	19908	20058	20208	20358	20508	20658	20808	20958	21108	21258	21408	21558	21708	21858	22008	22158	22308	22458	22608	22758	22908	23058	23208	23358	23508	23658	23808	23958	24108	24258	24408	24558	24708	24858	25008	25158	25308	25458	25608	25758	25908	26058	26208	26358	26508	26658	26808	26958	27108	27258	27408	27558	27708	27858	28008	28158	28308	28458	28608	28758	28908	29058	29208	29358	29508	"KY"	"mar0"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	67	110	152	195	237	280	322	365	407	450	492	570	655	740	825	910	995	1080	1165	1250	1335	1412	1487	1562	1637	1712	1787	1862	1937	2012	2087	2162	2237	2312	2387	2462	2537	2612	2687	2762	2837	2912	2987	3062	3137	3212	3287	3362	3437	3518	3630	3742	3850	3958	4066	4174	4282	4390	4498	4606	4714	4822	4930	5038	5146	5254	5362	5470	5578	5686	5794	5902	6010	6118	6226	6334	6442	6550	6658	6766	6874	6982	7090	7195	7296	7396	7497	7597	7698	7798	7899	7999	8100	8200	8301	8401	8502	8602	8703	8803	8904	9004	9105	9205	9306	9406	9507	9607	9708	9808	9909	10009	10110	10210	10311	10411	10512	10612	10713	10813	10914	11014	11115	11215	11316	11416	11517	11617	11718	11818	11919	12019	12120	12220	12321	12421	12522	12622	12723	12823	12924	13024	13125	13225	13326	13426	13527	13627	13728	13828	13929	14029	14130	14230	14331	14431	14530	14627	14725	14822	14920	15017	15115	15212	15310	15407	15505	15602	15700	15797	15895	15992	16090	16187	16285	16382	16480	15452	15549	15647	15744	15842	15939	16037	16134	16232	"LA"	"mar0"
0	0	0	0	0	0	0	0	0	0	0	0	0	69	214	359	504	649	794	939	1084	1229	1374	1519	1664	1809	1954	2099	2244	2389	2549	2718	2887	3056	3224	3393	3562	3731	3899	4068	4237	4406	4574	4748	4927	5105	5284	5463	5642	5820	5999	6178	6357	6535	6714	6893	7072	7250	7429	7608	7787	7965	8144	8323	8502	8680	8859	9038	9217	9395	9574	9753	9932	10110	10289	10468	10647	10825	11004	11183	11362	11540	11719	11898	12077	12255	12434	12613	12792	12970	13149	13328	13507	13685	13864	14043	14222	14400	14579	14758	14937	15115	15294	15473	15652	15830	16009	16188	16367	16545	16724	16903	17082	17260	17439	17618	17797	17975	18154	18333	18512	18690	18869	19048	19227	19405	19584	19763	19942	20120	20299	20478	20657	20835	21014	21193	21372	21550	21729	21908	22087	22265	22444	22623	22802	22980	23159	23338	23517	23695	23874	24053	24232	24410	24589	24768	24947	25125	25304	25483	25662	25840	26019	26198	26377	26555	26734	26913	27092	27270	27449	27628	27807	27985	28164	28343	28522	28700	28879	29058	29237	29415	29594	29773	29952	30130	30309	30488	30667	30845	31024	31203	31382	31560	31739	31918	32097	32275	32454	32633	32812	"ME"	"mar0"
0	70	185	303	422	541	660	778	897	1016	1135	1063	1182	1301	1420	1538	1657	1776	1895	2013	2132	2251	2370	2488	2607	2726	2845	2963	3082	3201	3320	3438	3557	3676	3795	3913	4032	4151	4270	4388	4507	4626	4745	4863	4982	5101	5220	5338	5457	5576	5695	5813	5932	6051	6170	6288	6407	6526	6645	6763	6882	7001	7122	7247	7372	7497	7622	7747	7872	7997	8122	8247	8375	8506	8637	8768	8900	9031	9162	9293	9425	9556	9687	9818	9950	10081	10212	10343	10475	10606	10737	10868	11002	11140	11277	11415	11552	11690	11827	11965	12102	12240	12377	12515	12652	12790	12927	13065	13202	13340	13477	13615	13752	13890	14027	14165	14302	14440	14577	14715	14852	14990	15130	15273	15417	15561	15705	15848	15992	16136	16280	16423	16567	16711	16855	16998	17142	17286	17430	17573	17717	17861	18005	18148	18292	18436	18580	18723	18867	19011	19155	19298	19442	19586	19730	19873	20017	20161	20305	20448	20592	20736	20880	21023	21167	21311	21455	21598	21742	21886	22030	22173	22317	22461	22605	22748	22892	23036	23180	23323	23467	23611	23755	23898	24042	24186	24330	24473	24617	24761	24905	25048	25192	25336	25480	25623	25767	25911	26055	26198	26342	"MD"	"mar0"
0	0	0	0	61	188	316	443	571	698	826	953	1081	1208	1336	1463	1591	1718	1846	1973	2101	2228	2356	2483	2611	2738	2866	2993	3121	3248	3376	3503	3631	3758	3886	4013	4141	4268	4396	4523	4651	4778	4906	5033	5161	5288	5416	5543	5671	5798	5926	6053	6181	6308	6436	6563	6691	6818	6946	7073	7201	7328	7456	7583	7711	7838	7966	8093	8221	8348	8476	8603	8731	8858	8986	9113	9241	9368	9496	9623	9751	9878	10006	10133	10261	10388	10516	10643	10771	10898	11026	11153	11281	11408	11536	11663	11791	11918	12046	12173	12301	12428	12556	12683	12811	12938	13066	13193	13321	13448	13576	13703	13831	13958	14086	14213	14341	14468	14596	14723	14851	14978	15106	15233	15361	15488	15616	15743	15871	15998	16126	16253	16381	16508	16636	16763	16891	17018	17146	17273	17401	17528	17656	17783	17911	18038	18166	18293	18421	18548	18676	18803	18931	19058	19186	19313	19441	19568	19696	19823	19951	20078	20206	20333	20461	20588	20716	20843	20971	21098	21226	21353	21481	21608	21736	21863	21991	22118	22246	22373	22501	22628	22756	22883	23011	23138	23266	23393	23521	23648	23776	23903	24031	24158	24286	24413	24541	24668	24796	24923	25051	"MA"	"mar0"
0	0	42	148	255	361	467	573	680	786	892	998	1105	1211	1317	1423	1530	1636	1742	1848	1955	2061	2167	2273	2380	2486	2592	2698	2805	2911	3017	3123	3230	3336	3442	3548	3655	3761	3867	3973	4080	4186	4292	4398	4505	4611	4717	4823	4930	5036	5142	5248	5355	5461	5567	5673	5780	5886	5992	6098	6205	6311	6417	6523	6630	6736	6842	6948	7055	7161	7267	7373	7480	7586	7692	7798	7905	8011	8117	8223	8330	8436	8542	8648	8755	8861	8967	9073	9180	9286	9392	9498	9605	9711	9817	9923	10030	10136	10242	10348	10455	10561	10667	10773	10880	10986	11092	11198	11305	11411	11517	11623	11730	11836	11942	12048	12155	12261	12367	12473	12580	12686	12792	12898	13005	13111	13217	13323	13430	13536	13642	13748	13855	13961	14067	14173	14280	14386	14492	14598	14705	14811	14917	15023	15130	15236	15342	15448	15555	15661	15767	15873	15980	16086	16192	16298	16405	16511	16617	16723	16830	16936	17042	17148	17255	17361	17467	17573	17680	17786	17892	17998	18105	18211	18317	18423	18530	18636	18742	18848	18955	19061	19167	19273	19380	19486	19592	19698	19805	19911	20017	20123	20230	20336	20442	20548	20655	20761	20867	20973	21080	"MI"	"mar0"
0	0	0	0	0	0	0	0	0	101	235	369	502	636	770	904	1037	1171	1305	1439	1572	1706	1840	1975	2151	2328	2504	2680	2856	3033	3209	3385	3561	3738	3914	4090	4266	4443	4619	4795	4971	5148	5324	5500	5676	5853	6029	6205	6381	6558	6734	6910	7086	7263	7439	7615	7791	7968	8144	8320	8496	8673	8849	9025	9201	9378	9554	9735	9931	10128	10324	10520	10716	10913	11109	11305	11501	11698	11894	12090	12286	12483	12679	12875	13071	13268	13464	13660	13856	14053	14249	14445	14641	14838	15034	15230	15426	15623	15819	16015	16211	16408	16604	16800	16996	17193	17389	17585	17781	17978	18174	18370	18566	18812	19058	19305	19551	19797	20043	20290	20536	20782	21028	21275	21521	21767	22013	22260	22506	22752	22998	23245	23491	23737	23983	24230	24476	24722	24968	25215	25461	25707	25953	26200	26446	26692	26938	27185	27431	27677	27923	28170	28416	28662	28908	29155	29401	29647	29893	30140	30386	30632	30878	31125	31371	31617	31863	32110	32356	32602	32848	33095	33341	33587	33833	34080	34326	34572	34818	35065	35311	35557	35803	36050	36296	36542	36788	37035	37281	37527	37773	38020	38266	38512	38758	39005	39251	39497	39743	39990	40236	"MN"	"mar0"
0	0	0	0	0	0	0	27	102	186	286	395	520	645	770	895	1020	1145	1270	1395	1520	1645	1770	1895	2020	2145	2270	2395	2520	2645	2770	2895	3020	3145	3270	3395	3520	3645	3770	3895	4020	4145	4270	4395	4520	4645	4770	4895	5020	5145	5270	5395	5520	5645	5770	5895	6020	6145	6270	6395	6520	6645	6770	6895	7020	7145	7270	7395	7520	7645	7770	7895	8020	8145	8270	8395	8520	8645	8770	8895	9020	9145	9270	9395	9520	9645	9770	9895	10020	10145	10270	10395	10520	10645	10770	10895	11020	11145	11270	11395	11520	11645	11770	11895	12020	12145	12270	12395	12520	12645	12770	12895	13020	13145	13270	13395	13520	13645	13770	13895	14020	14145	14270	14395	14520	14645	14770	14895	15020	15145	15270	15395	15520	15645	15770	15895	16020	16145	16270	16395	16520	16645	16770	16895	17020	17145	17270	17395	17520	17645	17770	17895	18020	18145	18270	18395	18520	18645	18770	18895	19020	19145	19270	19395	19520	19645	19770	19895	20020	20145	20270	20395	20520	20645	20770	20895	21020	21145	21270	21395	21520	21645	21770	21895	22020	22145	22270	22395	22520	22645	22770	22895	23020	23145	23270	23395	23520	23645	23770	23895	24020	"MS"	"mar0"
